CUTIE CHASER,BEGINNER,3,19,15,14,0,0,BASIC,5,35,26,16,0,0,DIFFICULT,7,43,31,20,0,8,EXPERT,10,61,52,38,0,39
DEAD END,BEGINNER,4,24,31,0,0,0,BASIC,7,46,39,30,0,4,DIFFICULT,10,72,55,12,0,26,EXPERT,12,87,63,45,0,38
DROP THE BOMB,BEGINNER,3,27,25,7,0,0,BASIC,5,44,25,18,0,0,DIFFICULT,7,52,50,10,0,9,EXPERT,10,67,75,16,0,30
DYNAMITE RAVE,BEGINNER,3,23,25,0,0,0,BASIC,6,40,25,61,0,0,DIFFICULT,10,58,50,45,0,20,EXPERT,12,87,56,21,0,72,CHALLENGE,12,79,68,49,10,64
GRADIUSIC CYBER ～AMD G5 MIX～,BEGINNER,3,20,20,12,0,0,BASIC,8,56,40,18,0,7,DIFFICULT,10,65,53,34,0,22,EXPERT,13,77,80,18,0,73
La Señorita,BEGINNER,4,26,30,0,0,0,BASIC,6,51,30,21,0,0,DIFFICULT,8,54,45,27,0,5,EXPERT,10,62,60,41,0,21
La Señorita Virtual,BEGINNER,4,27,30,0,0,0,BASIC,8,62,45,14,0,8,DIFFICULT,10,76,52,29,0,19,EXPERT,12,82,60,60,0,29
LOVE THIS FEELIN',BEGINNER,4,16,25,18,0,0,BASIC,9,46,51,20,0,11,DIFFICULT,10,49,58,27,0,19,EXPERT,11,53,58,27,0,24
PARANOiA Rebirth,BEGINNER,4,25,31,0,0,0,BASIC,8,60,55,52,0,5,DIFFICULT,10,69,63,45,0,14,EXPERT,13,93,63,16,0,37
Silent Hill,BEGINNER,3,18,15,9,0,0,BASIC,4,25,20,0,0,0,DIFFICULT,9,44,41,23,0,6,EXPERT,10,58,41,16,0,19
think ya better D,BEGINNER,3,17,17,18,0,0,BASIC,5,30,28,0,0,1,DIFFICULT,6,36,34,16,0,3,EXPERT,9,49,45,23,0,9
TRIP MACHINE～luv mix～,BEGINNER,3,21,26,0,0,0,BASIC,9,46,46,14,0,14,DIFFICULT,10,56,46,32,0,22,EXPERT,12,66,53,16,0,27
B4U,BEGINNER,3,22,25,12,0,0,BASIC,5,40,38,5,0,0,DIFFICULT,7,50,45,0,0,7,EXPERT,10,69,57,18,0,27
BABY BABY GIMME YOUR LOVE,BEGINNER,1,10,7,3,0,0,BASIC,2,13,7,0,0,0,DIFFICULT,4,23,20,0,0,0,EXPERT,7,34,28,1,0,11
BURNIN' THE FLOOR,BEGINNER,3,25,25,12,0,0,BASIC,5,40,25,7,0,0,DIFFICULT,8,55,38,9,0,10,EXPERT,10,69,51,18,0,28
CAN'T STOP FALLIN' IN LOVE,BEGINNER,3,20,25,3,0,0,BASIC,5,34,32,12,0,0,DIFFICULT,6,51,38,20,0,4,EXPERT,11,71,64,52,0,41
CELEBRATE NITE,BEGINNER,3,23,18,20,0,0,BASIC,6,42,23,43,0,0,DIFFICULT,8,49,47,76,0,6,EXPERT,11,68,47,45,0,31
Don't Stop!～AMD 2nd MIX～,BEGINNER,3,20,21,1,0,0,BASIC,5,35,21,20,0,0,DIFFICULT,6,43,32,18,0,5,EXPERT,10,49,37,16,0,23
DROP OUT,BEGINNER,4,23,32,20,0,0,BASIC,8,42,43,45,0,1,DIFFICULT,10,63,43,20,0,2,EXPERT,13,85,86,65,0,14
era (nostalmix),BEGINNER,4,19,19,0,0,0,BASIC,5,27,25,0,0,1,DIFFICULT,8,51,38,0,0,12,EXPERT,11,79,51,0,0,47
HIGHER,BEGINNER,3,21,16,0,0,0,BASIC,4,28,21,0,0,0,DIFFICULT,7,44,33,20,0,6,EXPERT,9,50,43,34,0,16
Holic,BEGINNER,4,23,25,1,0,0,BASIC,7,44,32,3,0,6,DIFFICULT,9,53,38,3,0,14,EXPERT,11,73,51,30,0,33
HYSTERIA,BEGINNER,5,26,23,18,0,0,BASIC,6,49,31,25,0,0,DIFFICULT,8,56,47,36,0,7,EXPERT,11,67,55,69,0,17
LEADING CYBER,BEGINNER,3,20,25,10,0,0,BASIC,8,41,50,3,0,4,DIFFICULT,9,55,50,16,0,15,EXPERT,13,77,68,5,0,46
LOVE AGAIN TONIGHT～For Melissa MIX～,BEGINNER,4,26,25,16,0,0,BASIC,5,41,25,20,0,0,DIFFICULT,8,51,43,34,0,10,EXPERT,11,67,62,49,0,28
MY SUMMER LOVE,BEGINNER,3,15,12,7,0,0,BASIC,4,27,16,20,0,0,DIFFICULT,9,44,33,23,0,15,EXPERT,12,61,66,18,0,63
ORION.78(AMeuro-MIX),BEGINNER,3,13,17,0,0,0,BASIC,4,23,17,0,0,0,DIFFICULT,7,38,34,1,0,6,EXPERT,12,73,61,56,0,100
PARANOIA EVOLUTION,BEGINNER,5,33,33,1,0,0,BASIC,9,64,58,38,0,4,DIFFICULT,10,66,58,72,0,10,EXPERT,12,86,66,54,0,29
SEXY PLANET,BEGINNER,3,18,22,0,0,0,BASIC,7,50,30,45,0,1,DIFFICULT,8,56,52,30,0,9,EXPERT,11,66,60,50,0,18
SUPER STAR,BEGINNER,3,20,21,0,0,0,BASIC,7,48,37,14,0,10,DIFFICULT,8,56,42,18,0,20,EXPERT,12,71,85,20,0,46
TRIP MACHINE CLIMAX,BEGINNER,5,27,30,5,0,0,BASIC,7,47,37,10,0,3,DIFFICULT,9,67,60,32,0,15,EXPERT,12,83,60,56,0,32
WILD RUSH,BEGINNER,5,23,20,20,0,0,BASIC,6,32,25,0,0,1,DIFFICULT,7,40,30,9,0,6,EXPERT,10,52,46,0,0,36
.59,BEGINNER,3,18,22,0,0,0,BASIC,5,31,33,3,0,0,DIFFICULT,8,47,44,23,0,9,EXPERT,11,55,67,16,0,30
サナ・モレッテ・ネ・エンテ,BEGINNER,3,15,11,0,0,0,BASIC,4,27,15,0,0,0,DIFFICULT,9,40,30,0,0,16,EXPERT,12,62,48,0,0,89
ABSOLUTE,BEGINNER,3,23,23,14,0,0,BASIC,4,27,23,0,0,0,DIFFICULT,8,47,40,32,0,10,EXPERT,11,59,46,7,0,26
Abyss,BEGINNER,3,23,22,14,0,0,BASIC,4,33,22,1,0,0,DIFFICULT,7,46,40,18,0,8,EXPERT,10,62,45,0,0,25
AFRONOVA PRIMEVAL,BEGINNER,4,31,33,12,0,0,BASIC,6,55,33,30,0,0,DIFFICULT,8,65,50,58,0,9,EXPERT,12,85,66,56,0,28
BROKEN MY HEART,BEGINNER,3,24,20,1,0,0,BASIC,5,42,26,25,0,0,DIFFICULT,7,52,40,30,0,4,EXPERT,12,71,53,69,0,35
CAN'T STOP FALLIN' IN LOVE ～SPEED MIX～,BEGINNER,4,28,21,9,0,0,BASIC,6,51,28,16,0,0,DIFFICULT,9,69,49,14,0,18,EXPERT,12,96,56,30,0,58
DXY!,BEGINNER,5,20,24,60,0,0,BASIC,6,30,24,34,0,0,DIFFICULT,9,51,49,61,0,13,EXPERT,12,68,49,60,0,37
ECSTASY,BEGINNER,4,23,21,14,0,0,BASIC,5,33,21,10,0,0,DIFFICULT,8,46,38,14,0,12,EXPERT,10,54,43,21,0,22
Electro Tuned ( the SubS Mix ),BEGINNER,4,20,20,5,0,1,BASIC,6,37,31,0,0,5,DIFFICULT,9,55,41,23,0,20,EXPERT,12,72,57,5,0,64
Healing Vision,BEGINNER,4,20,13,1,0,0,BASIC,5,25,27,0,0,0,DIFFICULT,7,52,47,1,0,9,EXPERT,11,68,81,0,0,44
INSERTiON,BEGINNER,4,20,23,7,0,0,BASIC,6,37,29,7,0,3,DIFFICULT,9,52,40,14,0,14,EXPERT,13,75,64,0,0,97
PARANOiA ETERNAL,BEGINNER,4,24,25,7,0,0,BASIC,8,50,41,36,0,7,DIFFICULT,10,64,58,52,2,12,EXPERT,13,81,66,50,4,28
STILL IN MY HEART,BEGINNER,3,24,25,3,0,0,BASIC,6,37,25,23,0,0,DIFFICULT,8,52,43,18,0,11,EXPERT,10,60,50,36,0,16
CANDY☆,BEGINNER,4,20,23,10,0,0,BASIC,6,37,31,14,0,0,DIFFICULT,7,52,40,18,26,3,EXPERT,11,73,63,36,37,19
`exotic ethnic,BEGINNER,4,26,31,3,0,0,BASIC,5,36,31,3,20,0,DIFFICULT,8,49,47,21,65,3,EXPERT,13,93,63,34,24,36
Healing Vision ～Angelic mix～,BEGINNER,5,30,29,5,0,0,BASIC,7,55,44,10,0,2,DIFFICULT,11,72,52,43,0,25,EXPERT,13,96,59,25,0,50
Let the beat hit em!(CLASSIC R&B STYLE),BEGINNER,3,14,12,0,0,0,BASIC,6,30,25,3,0,4,DIFFICULT,7,39,33,16,0,10,EXPERT,10,43,33,40,0,14
MAX 300,BEGINNER,5,18,11,0,0,0,BASIC,9,58,48,18,7,0,DIFFICULT,12,82,97,14,31,12,EXPERT,15,143,97,21,7,54
ORION.78～civilization mix～,BEGINNER,4,14,16,0,0,0,BASIC,9,50,58,47,0,4,DIFFICULT,12,67,66,61,0,26,EXPERT,13,86,66,47,0,43
革命,BEGINNER,3,18,18,14,0,0,BASIC,5,23,30,3,64,0,DIFFICULT,9,44,42,3,41,12,EXPERT,12,69,54,5,20,40,CHALLENGE,11,58,54,1,19,31
AFRONOVA(FROM NONSTOP MEGAMIX),CHALLENGE,10,77,66,40,14,19
AM-3P(AM EAST mix),CHALLENGE,10,63,58,9,4,57
B4U(B4 ZA BEAT MIX),CHALLENGE,10,62,63,16,54,22
BRE∀K DOWN!,BEGINNER,3,20,23,1,0,0,BASIC,5,28,31,25,31,0,DIFFICULT,7,54,39,54,31,1,EXPERT,12,78,55,56,25,23
BRILLIANT 2U(K.O.G G3 MIX),CHALLENGE,10,63,56,45,13,37
BURNIN' THE FLOOR(BLUE FIRE mix),CHALLENGE,10,60,45,38,21,16
BURNING HEAT!(3 Option MIX),BEGINNER,3,20,20,1,0,0,BASIC,4,24,20,12,39,0,DIFFICULT,8,43,41,5,38,13,EXPERT,13,88,82,1,13,103
CANDY♡,BEGINNER,4,29,30,10,0,0,BASIC,5,26,30,27,12,0,DIFFICULT,7,48,37,47,47,0,EXPERT,10,66,60,30,36,16
CELEBRATE NITE(EURO TRANCE STYLE),CHALLENGE,11,63,47,10,14,29,D2R,BEGINNER,3,25,26,0,0,0,BASIC,4,31,26,5,17,0,DIFFICULT,7,49,46,34,47,6,EXPERT,11,68,60,27,15,38
DESTINY,BEGINNER,3,23,19,7,0,0,BASIC,3,23,25,5,0,0,DIFFICULT,7,47,38,21,42,8,EXPERT,10,66,51,58,17,33
DIVE TO THE NIGHT,BEGINNER,3,24,19,23,0,0,BASIC,4,31,25,25,14,0,DIFFICULT,8,54,51,67,12,8,EXPERT,11,73,51,58,3,32
DROP OUT(FROM NONSTOP MEGAMIX),CHALLENGE,12,66,86,16,11,55
ECSTASY (midnight blue mix),CHALLENGE,11,59,48,30,35,28
HIGHER(next morning mix),CHALLENGE,11,60,43,25,18,30
HYSTERIA 2001,CHALLENGE,9,60,63,63,94,10
i feel ...,BEGINNER,3,18,17,1,0,0,BASIC,4,27,23,7,14,0,DIFFICULT,8,41,35,18,66,11,EXPERT,12,67,52,1,7,59
MAXX UNLIMITED,BEGINNER,5,18,23,10,0,0,BASIC,10,44,46,108,88,2,DIFFICULT,13,67,70,106,83,11,EXPERT,16,122,108,49,41,59
MY SUMMER LOVE(TOMMY'S SMILE MIX),CHALLENGE,12,60,50,29,29,59
rain of sorrow,BEGINNER,3,15,11,5,0,0,BASIC,3,16,17,5,75,0,DIFFICULT,9,44,46,3,110,18,EXPERT,12,67,58,30,13,60
Secret Rendez-vous,BEGINNER,3,14,12,5,0,0,BASIC,4,19,16,12,9,0,DIFFICULT,7,30,24,23,20,5,EXPERT,12,49,52,36,69,66
SEXY PLANET(FROM NONSTOP MEGAMIX),CHALLENGE,10,60,60,87,22,7
Silent Hill (3rd christmas mix),CHALLENGE,10,49,41,18,117,13
STILL IN MY HEART(MOMO MIX),CHALLENGE,11,71,81,23,6,36
SUPER STAR(FROM NONSTOP MEGAMIX),CHALLENGE,10,61,47,5,22,31
Sweet Sweet ♥ Magic,BEGINNER,4,28,29,9,0,0,BASIC,5,30,29,58,6,0,DIFFICULT,9,60,44,101,29,11,EXPERT,13,81,74,34,54,48
TSUGARU,BEGINNER,3,20,13,21,0,0,BASIC,5,23,19,27,51,0,DIFFICULT,9,50,39,36,25,16,EXPERT,12,79,66,30,25,59
TSUGARU (APPLE MIX),CHALLENGE,11,76,60,20,11,35
WILD RUSH(FROM NONSTOP MEGAMIX),CHALLENGE,9,43,46,1,67,14
蒼い衝動 ～for EXTREME～,BEGINNER,2,21,11,1,0,0,BASIC,4,28,24,9,22,0,DIFFICULT,6,46,36,21,23,5,EXPERT,9,60,48,40,12,27
桜,BEGINNER,5,33,32,0,0,0,BASIC,7,46,42,14,9,0,DIFFICULT,11,70,75,7,5,7,EXPERT,13,92,103,16,1,31,CHALLENGE,11,73,64,9,1,11
大見解,BEGINNER,4,31,26,10,0,0,BASIC,4,33,26,10,18,0,DIFFICULT,8,51,46,83,24,4,EXPERT,12,81,52,16,31,34,CHALLENGE,13,82,52,30,31,35
三毛猫ロック,BEGINNER,4,22,20,7,0,0,BASIC,5,26,20,16,69,0,DIFFICULT,8,46,60,1,17,6,EXPERT,11,64,80,21,42,29
A,BEGINNER,4,20,17,7,0,0,BASIC,5,29,22,5,13,0,DIFFICULT,8,47,40,3,11,13,EXPERT,11,65,45,7,14,34,CHALLENGE,12,64,45,83,12,37
Across the nightmare,BEGINNER,7,41,37,14,0,0,BASIC,8,49,50,23,0,1,DIFFICULT,10,66,62,18,21,7,EXPERT,12,74,100,70,15,15,CHALLENGE,13,90,100,83,0,25
air,BEGINNER,3,23,16,10,0,0,BASIC,5,40,21,40,0,0,DIFFICULT,7,47,32,5,3,7,EXPERT,10,58,37,16,26,17
AM-3P -303 BASS MIX-,BEGINNER,4,21,21,20,0,0,BASIC,4,28,21,14,0,0,DIFFICULT,9,47,43,16,0,16,EXPERT,10,53,43,32,0,26
bag,BEGINNER,2,9,7,1,0,0,BASIC,7,32,21,21,0,14,DIFFICULT,11,45,32,54,0,66,EXPERT,13,83,51,0,0,118,CHALLENGE,13,83,51,0,0,119
BE LOVIN,BEGINNER,4,35,30,40,0,0,BASIC,5,40,30,7,9,0,DIFFICULT,9,60,61,20,13,11,EXPERT,12,80,61,20,14,27
Colors ～for EXTREME～,BEGINNER,3,22,18,25,0,0,BASIC,5,34,25,25,37,0,DIFFICULT,8,50,50,21,32,7,EXPERT,9,58,50,23,32,17,CHALLENGE,13,81,75,12,16,78
CUTIE CHASER(MORNING MIX),BEGINNER,3,17,20,16,0,0,BASIC,3,22,20,1,0,0,DIFFICULT,4,34,20,3,0,0,EXPERT,9,52,41,27,26,16
Dance Dance Revolution,BEGINNER,5,26,25,52,0,0,BASIC,6,36,25,69,0,0,DIFFICULT,8,51,37,107,4,10,EXPERT,12,74,56,52,0,49,CHALLENGE,12,78,62,12,0,42
Destiny lovers,BEGINNER,3,22,14,10,0,0,BASIC,4,25,21,10,12,0,DIFFICULT,7,41,28,27,66,1,EXPERT,13,77,70,34,31,47
DROP THE BOMB(SyS.F. Mix),BEGINNER,3,18,25,21,0,0,BASIC,5,31,25,21,33,0,DIFFICULT,7,43,37,21,67,5,EXPERT,10,60,56,27,31,22
Frozen Ray ～for EXTREME～,BEGINNER,4,23,19,1,0,0,BASIC,5,32,25,10,25,0,DIFFICULT,9,52,45,12,38,11,EXPERT,12,75,58,9,9,38
Gamelan de Couple,BEGINNER,3,27,25,3,0,0,BASIC,4,36,25,5,0,0,DIFFICULT,7,42,31,16,0,4,EXPERT,12,73,56,5,0,74
GRADUATION ～それぞれの明日～,BEGINNER,2,17,15,3,0,0,BASIC,3,21,20,14,0,0,DIFFICULT,7,37,31,20,49,6,EXPERT,9,53,41,3,4,29
Happy Wedding,BEGINNER,3,18,15,9,0,0,BASIC,4,28,20,16,1,0,DIFFICULT,6,37,31,12,23,2,EXPERT,10,56,41,5,17,22
Heaven is a '57 metallic gray ～gimmix～,BEGINNER,4,23,15,1,0,0,BASIC,5,30,30,1,5,0,DIFFICULT,7,48,61,14,15,10,EXPERT,12,63,61,40,50,50
HYPER EUROBEAT,BEGINNER,3,19,25,18,0,0,BASIC,4,36,25,9,33,0,DIFFICULT,6,46,31,14,46,2,EXPERT,10,61,56,49,29,24
I'm gonna get you!,BEGINNER,3,21,20,10,0,0,BASIC,4,28,26,12,7,0,DIFFICULT,7,44,40,36,51,2,EXPERT,9,66,53,30,19,25
jane jana,BEGINNER,3,18,20,12,0,0,BASIC,4,36,20,14,0,0,DIFFICULT,7,41,31,16,0,14,EXPERT,10,70,41,38,0,36
JET WORLD,BEGINNER,3,27,23,16,0,0,BASIC,4,37,23,10,40,0,DIFFICULT,7,52,34,10,17,10,EXPERT,11,74,68,14,42,53
Kind Lady,BEGINNER,3,18,11,10,0,0,BASIC,5,35,22,18,43,0,DIFFICULT,6,43,33,25,57,5,EXPERT,9,54,44,16,58,17,CHALLENGE,12,75,61,20,5,69
KISS KISS KISS,BEGINNER,4,20,25,5,0,0,BASIC,5,39,25,3,3,0,DIFFICULT,6,48,31,30,22,2,EXPERT,12,66,62,27,101,26
Kiss me all night long,BEGINNER,3,22,19,5,0,0,BASIC,3,24,19,3,9,0,DIFFICULT,6,40,32,14,28,0,EXPERT,10,66,51,32,21,33
LA BAMBA,BEGINNER,3,22,22,7,0,0,BASIC,4,27,29,9,19,0,DIFFICULT,8,47,37,14,39,3,EXPERT,11,68,59,34,33,24
L'amour et la liberté(DDR Ver.),BEGINNER,3,21,18,5,0,0,BASIC,6,34,23,18,58,0,DIFFICULT,9,50,36,0,53,14,EXPERT,12,63,54,0,10,61
♥Love²シュガ→♥,BEGINNER,3,23,25,3,0,0,BASIC,5,31,25,20,0,0,DIFFICULT,6,43,32,34,26,1,EXPERT,8,59,45,56,5,26
LOVE♥SHINE,BEGINNER,3,27,29,20,0,0,BASIC,5,40,29,20,24,0,DIFFICULT,6,43,51,14,24,0,EXPERT,9,64,51,94,45,10
Miracle Moon ～L.E.D.LIGHT STYLE MIX～,BEGINNER,3,20,22,1,0,0,BASIC,4,28,22,1,5,0,DIFFICULT,6,41,34,21,16,5,EXPERT,9,57,45,34,5,25
PARANOIA survivor,BEGINNER,4,22,21,18,0,0,BASIC,9,50,54,9,10,2,DIFFICULT,11,74,65,9,10,12,EXPERT,15,121,98,21,17,62
PARANOIA survivor MAX,BEGINNER,5,25,34,18,0,0,BASIC,9,55,57,9,5,3,DIFFICULT,11,80,68,9,5,20,EXPERT,15,140,119,21,9,91,CHALLENGE,16,159,119,49,7,100
Pink Rose,BEGINNER,3,18,18,7,0,0,BASIC,4,27,24,9,13,0,DIFFICULT,6,43,36,34,32,4,EXPERT,10,54,48,49,68,27
SO IN LOVE,BEGINNER,3,15,18,1,0,0,BASIC,4,24,18,7,70,0,DIFFICULT,7,35,37,34,68,5,EXPERT,9,46,37,32,57,18
STAY (Organic house Version),BEGINNER,3,15,15,3,0,0,BASIC,4,27,20,12,3,0,DIFFICULT,7,41,31,20,20,6,EXPERT,9,52,41,23,14,16
stoic (EXTREME version),BEGINNER,3,21,19,23,0,0,BASIC,5,28,25,27,0,0,DIFFICULT,9,57,51,21,9,11,EXPERT,13,72,89,47,20,32
sync (EXTREME version),BEGINNER,3,20,13,12,0,0,BASIC,5,38,27,9,37,0,DIFFICULT,8,55,41,10,45,7,EXPERT,9,66,41,56,23,12,CHALLENGE,12,70,62,16,26,43
TEARS,BEGINNER,3,26,23,5,0,0,BASIC,6,36,23,14,31,0,DIFFICULT,8,50,47,16,20,10,EXPERT,12,73,59,16,24,54
The Least 100sec,BEGINNER,5,20,21,7,0,0,BASIC,7,34,32,10,13,0,DIFFICULT,11,62,53,27,20,4,EXPERT,12,87,64,9,8,20
The legend of MAX,BEGINNER,7,37,39,30,0,0,BASIC,8,55,52,20,10,1,DIFFICULT,13,77,91,40,31,6,EXPERT,15,115,108,85,10,44
TRIP MACHINE survivor,BEGINNER,4,26,26,3,0,0,BASIC,5,40,26,3,7,0,DIFFICULT,11,63,53,14,11,28,EXPERT,13,76,60,1,6,54
Twin Bee -Generation X-,BEGINNER,3,21,20,1,0,0,BASIC,5,32,28,10,5,0,DIFFICULT,8,49,42,34,17,5,EXPERT,11,69,56,32,47,28
V ～for EXTREME～,BEGINNER,3,23,18,7,0,0,BASIC,5,29,25,18,37,0,DIFFICULT,8,51,50,34,62,9,EXPERT,12,70,56,14,48,33,CHALLENGE,13,86,87,16,22,74
VANITY ANGEL,BEGINNER,3,17,17,3,0,0,BASIC,4,31,23,0,0,0,DIFFICULT,9,50,40,0,0,15,EXPERT,12,69,58,0,35,79
xenon,BEGINNER,3,27,19,7,0,0,BASIC,5,36,26,25,21,0,DIFFICULT,10,62,52,27,35,20,EXPERT,13,86,79,0,17,100
1998,BEGINNER,3,24,25,14,0,0,BASIC,4,36,25,1,3,0,DIFFICULT,6,47,31,16,3,3,EXPERT,9,63,50,49,9,21
321STARS,BEGINNER,4,23,15,1,0,0,BASIC,5,36,31,3,11,0,DIFFICULT,9,59,55,3,52,12,EXPERT,11,76,63,16,15,29
怒れる大きな白い馬,BEGINNER,4,21,17,0,0,0,BASIC,5,30,23,0,11,0,DIFFICULT,8,48,35,16,3,12,EXPERT,11,74,53,0,14,62
カゲロウ,BEGINNER,3,23,20,1,0,0,BASIC,4,31,27,1,13,0,DIFFICULT,7,47,34,32,10,1,EXPERT,9,59,47,12,19,18
月光蝶,BEGINNER,4,28,27,1,0,0,BASIC,4,29,27,1,24,0,DIFFICULT,7,54,36,9,8,2,EXPERT,10,73,54,30,20,21
この子の七つのお祝いに,BEGINNER,3,20,13,3,0,4,BASIC,7,43,40,10,29,23,DIFFICULT,10,66,53,20,13,69,EXPERT,14,95,103,12,4,103
男々道,BEGINNER,3,23,19,1,0,0,BASIC,4,31,26,1,0,0,DIFFICULT,7,43,39,43,12,5,EXPERT,12,71,66,40,0,34
チカラ,BEGINNER,4,24,23,7,0,0,BASIC,5,32,30,7,0,0,DIFFICULT,8,58,53,47,21,6,EXPERT,10,79,61,7,1,25
虹色,BEGINNER,3,21,20,14,0,0,BASIC,4,25,26,16,0,0,DIFFICULT,8,55,46,1,8,11,EXPERT,11,71,60,7,0,43,CHALLENGE,13,93,66,9,12,69
華爛漫 -Flowers-,BEGINNER,3,23,19,1,0,0,BASIC,5,40,26,7,7,0,DIFFICULT,7,52,39,41,3,6,EXPERT,11,67,52,30,3,23
ヒマワリ,BEGINNER,3,23,23,7,0,0,BASIC,4,30,30,14,23,0,DIFFICULT,7,54,53,14,17,3,EXPERT,11,72,61,52,6,25
夢幻ノ光,BEGINNER,4,23,21,10,0,0,BASIC,4,24,21,10,41,0,DIFFICULT,8,49,42,38,72,7,EXPERT,11,68,56,18,45,25
A Stupid Barber,BEGINNER,3,21,21,9,0,0,BASIC,4,30,21,9,29,0,DIFFICULT,8,43,33,32,37,6,EXPERT,9,55,43,14,40,21
AA,BEGINNER,3,23,19,0,0,0,BASIC,5,40,25,20,8,0,DIFFICULT,9,59,44,54,8,21,EXPERT,13,83,70,16,8,86
Bad Routine,BEGINNER,3,21,21,5,0,0,BASIC,5,27,21,16,11,0,DIFFICULT,7,40,31,25,20,10,EXPERT,9,44,37,18,58,16
Baile Le Samba,BEGINNER,1,11,11,0,0,0,BASIC,3,12,15,5,0,0,DIFFICULT,10,37,38,34,49,53,EXPERT,11,49,38,60,51,100
BALLAD FOR YOU～想いの雨～,BEGINNER,2,10,10,0,0,0,BASIC,5,20,24,0,35,13,DIFFICULT,9,28,32,0,86,45,EXPERT,11,40,32,0,65,87
Brazilian Anthem,BEGINNER,3,18,16,0,0,0,BASIC,5,34,21,25,29,0,DIFFICULT,8,47,37,23,54,13,EXPERT,12,60,48,29,28,66
cachaca,BEGINNER,1,11,10,0,50,0,BASIC,3,19,21,1,41,0,DIFFICULT,7,38,37,38,15,6,EXPERT,12,56,53,40,47,79
Can Be Real,BEGINNER,3,22,21,7,0,0,BASIC,4,27,21,0,19,0,DIFFICULT,6,43,33,14,11,6,EXPERT,10,55,43,7,48,20
CAN'T STOP FALLIN' IN LOVE -super euro version-,BEGINNER,3,19,12,1,0,0,BASIC,4,23,19,1,0,0,DIFFICULT,7,38,38,1,21,8,EXPERT,8,56,45,0,0,15
CENTAUR,BEGINNER,4,17,11,0,0,2,BASIC,6,34,29,3,66,13,DIFFICULT,9,49,40,10,60,28,EXPERT,12,67,58,30,36,65
CHAOS,BEGINNER,6,12,15,0,0,24,BASIC,8,41,40,5,15,115,DIFFICULT,12,55,45,7,7,134,EXPERT,14,72,60,21,11,164,CHALLENGE,16,91,81,29,14,200
CURUS,BEGINNER,2,17,15,0,0,0,BASIC,3,18,15,0,0,0,DIFFICULT,7,25,30,3,173,0,EXPERT,10,61,61,38,78,15
